scan_num,charge,abundance,mz,fit,average_mw,monoisotopic_mw,mostabundant_mw,fwhm,signal_noise,mono_abundance,mono_plus2_abundance,flag,interference_score
786,2,9221714,650.95671,0.1551,1300.69437,1299.89998,1299.89998,0.1303,14.44,9221714,0,1,0.38
786,2,8523352,913.94736,0.1203,1827.0806,1825.882,1826.88509,0.5563,13.35,8523352,0,1,0
786,3,8311093,919.34999,0.1037,2755.80103,2754.02693,2755.02979,0.2007,13.02,8311093,0,1,0.41231
786,4,7574687,689.74109,0.1616,2755.35748,2753.58338,2754.93744,0.7891,11.86,7574687,0,1,0.70523
786,1,6362151,693.4445,0.2952,692.86107,692.43777,692.43777,0.4567,9.96,6362151,0,1,0.6237
786,2,5049183,595.96336,0.0765,1190.64099,1189.91326,1189.91326,0.3215,7.91,5049183,0,,0
786,1,3754628,654.99532,0.1959,654.38746,653.98864,653.98864,0.6562,5.88,3754628,0,1,0.25535
786,2,3015746,790.49197,0.1768,1579.93034,1578.88202,1578.88202,0.5233,4.72,3015746,0,1,0.40471
786,3,3805766,685.47528,0.184,2054.74248,2053.40591,2054.40884,0.9744,4.68,2986747,0,1,0.75236
799,3,9290525,919.34651,0.1022,2755.79058,2754.01649,2755.01934,0.1966,14.29,9290525,0,1,0.37217
799,2,5624115,693.44346,0.2002,1384.80605,1383.87058,1383.87058,0.4329,8.65,5624115,0,1,0.61184
799,3,9622339,941.20577,0.154,2819.40676,2817.60222,2818.60741,0.2574,7.1,4615688,0,,0.67582
799,3,4536244,650.9554,0.2069,1950.12337,1948.84312,1949.84601,0.1369,6.98,4536244,0,1,0.47741
799,2,3863208,595.95577,0.1041,1190.62581,1189.89808,1189.89808,0.3346,5.94,3863208,0,,0
799,4,8821199,690.25558,0.1025,2754.83176,2753.05737,2754.06601,0.2208,4.93,3204884,0,1,0.88124
799,2,4406602,975.98823,0.2185,1949.23797,1947.95772,1948.96065,0.2474,4.33,2813864,0,1,0.61029
799,2,2010983,718.9173,0.099,1436.78657,1435.82122,1435.82122,0.1843,3.09,2010983,0,,0
812,3,12893998,711.37735,0.123,2132.50107,2131.11197,2132.11484,0.2556,20.2,12893998,0,,0.25058
812,3,7956562,656.20104,0.2423,1966.07353,1964.79102,1965.58294,0.4429,12.46,7956562,0,1,0.67342
812,3,6780596,919.34742,0.0834,2755.79332,2754.01923,2755.02208,0.2153,10.62,6780596,0,1,0.41479
812,2,4963141,871.61651,0.0797,1742.36457,1741.21957,1741.21957,0.3637,7.77,4963141,0,,0
812,3,3641540,693.44682,0.1762,2078.09638,2076.74486,2077.7478,1.0163,5.7,3641540,0,1,0.60491
812,2,2288435,718.94825,0.1289,1436.84839,1435.88305,1435.88305,0.2559,3.58,2288435,0,,0
812,2,4255675,853.49261,0.0746,1703.24004,1702.10977,1702.10977,0.4439,3.43,2189535,0,1,0.52132
812,2,2092837,739.60812,0.2003,1478.19566,1477.20335,1477.20335,0.3073,3.28,2092837,0,,0
825,3,15854781,655.83533,0.1303,1964.76523,1963.48286,1964.48579,0.1968,26.12,15854781,0,1,0.42501
825,3,14051922,711.38583,0.0726,2132.52653,2131.13744,2132.1403,0.2789,23.15,14051922,0,,0.24599
825,3,5006011,919.34768,0.1194,2755.79408,2754.01999,2755.02284,0.2277,8.25,5006011,0,1,0.44605
825,5,4445284,689.84341,0.0293,3444.47878,3442.29129,3444.18343,0.1311,7.32,4445284,0,1,0.75356
825,2,10889368,853.00924,0.2483,1705.59627,1704.46614,1704.98796,0.3818,5.77,3502909,0,1,0.75661
825,1,2948042,645.6226,0.2017,645.01358,644.61612,644.61612,0.555,4.86,2948042,0,,0
825,3,2567683,718.96656,0.1147,2154.80243,2153.39868,2154.39752,0.8278,4.23,2567683,0,1,0.43952
825,2,2437070,740.17645,0.1907,1479.21402,1478.22155,1478.22155,0.5555,4.02,2437070,0,1,0.38858
825,2,1986992,596.05415,0.2543,1190.82257,1190.09483,1190.09483,0.2446,3.27,1986992,0,,0
838,3,20030214,655.83591,0.1155,1964.76699,1963.48462,1964.48755,0.1907,33.08,20030214,0,1,0.41112
838,3,15853933,711.49369,0.1424,2132.85009,2131.46099,2132.46386,0.4739,26.18,15853933,0,1,0.59079
838,1,12116508,874.28946,0.178,873.81719,873.28162,873.28162,0.7195,20.01,12116508,0,1,0.42839
838,2,5182504,700.83957,0.2263,1400.60546,1399.66568,1399.66568,0.4007,8.56,5182504,0,1,0.42214
838,3,4877973,919.34777,0.1472,2755.79436,2754.02027,2755.02312,0.1881,8.06,4877973,0,1,0.45405
838,2,4622020,715.24848,0.1776,1429.28538,1428.32263,1428.32263,0.5928,7.63,4622020,0,1,0.36835
838,2,21286934,853.36553,0.2893,1703.89723,1702.76695,1702.76695,0.7979,6.75,4087245,0,1,0.87858
838,2,3414378,718.96859,0.1199,1436.88906,1435.92372,1435.92372,0.8427,5.64,3414378,0,1,0.58096
838,5,2945202,689.83773,0.0644,3444.45038,3442.26289,3444.15503,0.1319,4.86,2945202,0,1,0.78153
838,1,2031490,711.7284,0.159,709.82846,709.39191,709.39191,0.4771,25.59,2031490,2643490,,0.63228
838,2,1999910,947.75399,0.2,1893.88908,1892.6489,1893.49453,1.3819,3.3,1999910,0,1,0.50301
851,1,13782541,711.50025,0.15,710.92876,710.49191,710.49191,0.7446,24.93,13782541,0,,0.57883
851,3,13078538,655.83543,0.117,1964.76555,1963.48319,1964.48612,0.1936,23.66,13078538,0,1,0.40253
851,1,8765670,873.28481,0.1642,873.80803,873.27261,873.27261,0.8685,12,6636054,0,,0
851,1,23482994,853.3472,0.1615,851.884,851.36447,851.36447,0.8103,6.77,3744757,0,1,0.89369
851,2,3232625,703.06683,0.0988,1405.06128,1404.12075,1404.12075,0.2792,5.85,3232625,0,1,0.47561
851,2,3017802,718.96605,0.1911,1436.88399,1435.91864,1435.91864,0.8422,5.46,3017802,0,1,0.68613
851,2,2825236,954.49628,0.1103,1907.23235,1905.98076,1906.9791,0.4085,5.11,2825236,0,1,0.48393
851,5,2746001,689.6459,0.1677,3444.15395,3441.9666,3443.61905,0.3549,4.97,2746001,0,1,0.61325
864,1,10867073,711.50762,0.142,710.93412,710.49727,710.49727,0.7937,23.07,10867073,0,,0.5921
864,3,6499686,655.83683,0.0984,1964.76975,1963.48739,1964.49032,0.1915,13.8,6499686,0,1,0.4179
864,2,5283444,919.25103,0.1367,1837.04032,1835.83092,1836.4886,0.7427,11.22,5283444,0,1,0.39102
864,1,3018426,637.51317,0.1844,636.89137,636.50645,636.50645,0.265,6.41,3018426,0,1,0.81858
864,2,2498569,718.96669,0.2422,1435.88236,1434.91701,1434.91701,0.87,5.3,2498569,0,1,0.625
864,3,1557247,574.99208,0.2476,1722.35884,1721.21671,1721.58169,0.3948,3.31,1557247,0,1,0.49324
877,1,6350747,636.51966,0.085,635.8977,635.51293,635.51293,0.88,19.78,6350747,0,,0
877,2,4090258,919.2507,0.1159,1837.03966,1835.83026,1836.48794,0.7721,12.74,4090258,0,1,0.40543
877,2,9693594,852.96288,0.2112,1705.4292,1704.29907,1704.82089,0.3031,10.06,3229070,0,1,0.75012
877,3,2457867,655.8286,0.1265,1964.74505,1963.46268,1964.46561,0.1937,7.65,2457867,0,1,0.41661
877,2,2428752,948.51821,0.2384,1895.30281,1894.06233,1895.02296,0.5178,7.56,2428752,0,1,0.49625
877,2,1731403,703.07372,0.1017,1405.07452,1404.13399,1404.13399,0.3057,5.39,1731403,0,1,0.48918
877,1,1658065,702.46306,0.2637,701.88253,701.45634,701.45634,0.379,5.16,1658065,0,,0
877,1,1743161,718.98266,0.2624,717.49638,717.05643,717.05643,0.8569,4.51,1446513,0,1,0.5465
890,3,6500317,711.73277,0.1944,2132.56446,2131.17521,2132.17814,0.7521,19.43,6500317,0,1,0.63342
890,2,4599552,947.99549,0.2557,1895.21807,1893.97773,1894.98067,0.2137,8.75,2926538,0,,0.61115
890,1,2552749,726.4359,0.0305,725.87042,725.42926,725.42926,0.4319,7.63,2552749,0,1,0.74998
890,2,5854637,852.97854,0.097,1705.63215,1704.50202,1705.02384,0.3427,5.7,1905789,0,1,0.75442
890,1,1416720,548.86195,0.0312,548.18616,547.85543,547.85543,0.6002,4.23,1416720,0,1,0.59941
890,2,1653130,907.25052,0.0205,1816.64425,1815.44776,1816.09776,0.6883,4.13,1380951,0,1,0.54485
890,5,1342845,574.97819,0.1933,2869.99028,2868.14877,2869.23325,0.2335,4.01,1342845,0,1,0.49527
890,3,1013666,703.17519,0.2104,2106.8786,2105.50257,2106.50539,0.209,3.03,1013666,0,1,0.49371
903,3,5271902,711.7279,0.1295,2132.54985,2131.1606,2132.16353,0.2118,15.54,5271902,0,1,0.50101
903,2,3849495,948.01332,0.298,1895.25372,1894.01339,1895.01633,0.2086,7.23,2454288,0,,0.61066
903,1,2083251,548.00723,0.1394,547.33108,547.00051,547.00051,0.6876,6.14,2083251,0,,0
903,2,1981275,919.26635,0.1637,1836.72582,1835.51627,1836.51925,0.7377,5.84,1981275,0,1,0.39935
903,4,1791937,705.7079,0.1984,2819.60418,2817.80199,2818.80468,0.1445,5.28,1791937,0,1,0.42545
903,2,1525104,619.33447,0.076,1237.38383,1236.63041,1236.63041,0.4602,4.49,1525104,0,,0
903,2,1515806,718.26799,0.1117,1434.71331,1433.74812,1433.74812,0.5551,4.47,1515806,0,1,0.48136
903,3,1290295,727.40923,0.1419,2179.62356,2178.20505,2179.20749,0.2333,3.8,1290295,0,1,0.48229
903,3,1160438,574.65072,0.1024,1722.0681,1720.92611,1720.92611,0.2464,3.42,1160438,0,,0
916,3,4175426,711.73164,0.1329,2132.56107,2131.17182,2132.17475,0.1568,11.31,4175426,0,1,0.44517
916,2,1264493,619.40494,0.0367,1237.54984,1236.79642,1236.79642,0.5203,3.42,1264493,0,1,0
916,1,1236320,985.50267,0.0906,985.09845,984.49606,984.49606,0.4367,3.35,1236320,0,1,0.39047
916,4,1132843,705.64544,0.1233,2819.35437,2817.55217,2818.55486,0.0731,3.07,771473,944814,1,0
929,3,2962944,711.73266,0.081,2132.56412,2131.17488,2132.1778,0.1531,7.45,2962944,0,1,0.45455
929,2,1592867,727.03828,0.1351,1453.04016,1452.06311,1452.06311,0.1916,4.0,1592867,0,1,0.49054
942,2,2572726,985.49557,0.1362,1969.26828,1967.97587,1968.97769,0.3684,5.55,2572726,0,,0
942,2,1506444,712.20738,0.228,1423.33552,1422.38297,1422.38297,0.4348,3.25,1506444,0,1,0.70805
968,2,2841686,731.65474,0.0522,1462.27424,1461.29567,1461.29567,0.3393,4.55,2841686,0,,0
981,3,14022863,664.48615,0.2831,1990.7513,1989.45571,1990.43826,0.1746,20.02,14022863,0,,0.48647
981,3,6257233,674.73134,0.1786,2021.4934,2020.17097,2021.17385,0.108,8.93,6257233,0,,0
981,2,5294787,920.00124,0.1304,1839.19881,1837.9891,1838.99201,0.1751,7.56,5294787,0,,0
981,2,3097053,732.00215,0.1511,1462.96955,1461.99084,1461.99084,0.1191,4.42,3097053,0,,0.3405
994,3,9333417,664.09723,0.0683,1990.56554,1989.27025,1990.2728,0.2413,10.84,8269155,0,,0
994,2,6098424,920.00725,0.1195,1839.21082,1838.00112,1839.00403,0.2107,6.11,4660131,0,,0
